message,label,type
"Scattered trash around the barangay hall, needs cleanup",Non-Urgent,Waste
"Trash piling up in the apartment, smells bad",Non-Urgent,Waste
"Scattered trash around the basketball court, needs cleanup",Non-Urgent,Waste
Illegal dumping of garbage near the school,Non-Urgent,Waste
"Rotten food waste in the church, very smelly",Non-Urgent,Waste
Waste truck missed collection in the market,Non-Urgent,Waste
Illegal dumping of garbage near the church,Non-Urgent,Waste
Waste bins overflowing in front of the barangay hall,Non-Urgent,Waste
Garbage not collected at the barangay hall for several days,Non-Urgent,Waste
"Rotten food waste in the apartment, very smelly",Non-Urgent,Waste
Trash blocking the road near the playground,Non-Urgent,Waste
"Trash piling up in the basketball court, smells bad",Non-Urgent,Waste
"Trash piling up in the school, smells bad",Non-Urgent,Waste
Waste bins overflowing in front of the apartment,Non-Urgent,Waste
Overflowing garbage bins near the waiting shed,Non-Urgent,Waste
The church disposal area is full and unattended,Non-Urgent,Waste
Trash blocking the road near the factory,Non-Urgent,Waste
"Rotten food waste in the school, very smelly",Non-Urgent,Waste
Overflowing garbage bins near the apartment,Non-Urgent,Waste
"Rotten food waste in the waiting shed, very smelly",Non-Urgent,Waste
Waste bins overflowing in front of the basketball court,Non-Urgent,Waste
Waste truck missed collection in the factory,Non-Urgent,Waste
The apartment disposal area is full and unattended,Non-Urgent,Waste
Overflowing garbage bins near the school,Non-Urgent,Waste
Waste truck missed collection in the main road,Non-Urgent,Waste
Illegal dumping of garbage near the residential area,Non-Urgent,Waste
"Rotten food waste in the playground, very smelly",Non-Urgent,Waste
Garbage not collected at the market for several days,Non-Urgent,Waste
Trash blocking the road near the church,Non-Urgent,Waste
Trash blocking the road near the residential area,Non-Urgent,Waste
Garbage not collected at the main road for several days,Non-Urgent,Waste
Overflowing garbage bins near the basketball court,Non-Urgent,Waste
"Scattered trash around the plaza, needs cleanup",Non-Urgent,Waste
"Scattered trash around the waiting shed, needs cleanup",Non-Urgent,Waste
The basketball court disposal area is full and unattended,Non-Urgent,Waste
"Trash piling up in the playground, smells bad",Non-Urgent,Waste
"Scattered trash around the residential area, needs cleanup",Non-Urgent,Waste
Trash blocking the road near the street corner,Non-Urgent,Waste
Waste bins overflowing in front of the school,Non-Urgent,Waste
The street corner disposal area is full and unattended,Non-Urgent,Waste
"Rotten food waste in the main road, very smelly",Non-Urgent,Waste
Waste truck missed collection in the basketball court,Non-Urgent,Waste
Waste bins overflowing in front of the plaza,Non-Urgent,Waste
"Rotten food waste in the street corner, very smelly",Non-Urgent,Waste
Roof leaking at the factory,Non-Urgent,Infrastructure
Cracks appearing in the basketball court road,Non-Urgent,Infrastructure
Collapsed waiting shed in the playground,Non-Urgent,Infrastructure
Collapsed waiting shed in the street corner,Non-Urgent,Infrastructure
Collapsed waiting shed in the main road,Non-Urgent,Infrastructure
Roof leaking at the street corner,Non-Urgent,Infrastructure
Streetlights are broken in the factory,Non-Urgent,Infrastructure
The floor of the street corner is broken and dangerous,Non-Urgent,Infrastructure
Cracks appearing in the playground road,Non-Urgent,Infrastructure
Collapsed waiting shed in the market,Non-Urgent,Infrastructure
Cracks appearing in the plaza road,Non-Urgent,Infrastructure
Streetlights are broken in the playground,Non-Urgent,Infrastructure
Collapsed waiting shed in the school,Non-Urgent,Infrastructure
The floor of the main road is broken and dangerous,Non-Urgent,Infrastructure
Clogged drainage causing flooding in the factory,Non-Urgent,Infrastructure
Damaged footbridge railing at the street corner,Non-Urgent,Infrastructure
The floor of the market is broken and dangerous,Non-Urgent,Infrastructure
The floor of the plaza is broken and dangerous,Non-Urgent,Infrastructure
Collapsed waiting shed in the plaza,Non-Urgent,Infrastructure
Damaged footbridge railing at the main road,Non-Urgent,Infrastructure
Collapsed waiting shed in the basketball court,Non-Urgent,Infrastructure
The school restroom is broken and unusable,Non-Urgent,Infrastructure
Damaged footbridge railing at the factory,Non-Urgent,Infrastructure
The street corner restroom is broken and unusable,Non-Urgent,Infrastructure
Damaged footbridge railing at the plaza,Non-Urgent,Infrastructure
Streetlights are broken in the basketball court,Non-Urgent,Infrastructure
Cracks appearing in the school road,Non-Urgent,Infrastructure
Streetlights are broken in the apartment,Non-Urgent,Infrastructure
Cracks appearing in the factory road,Non-Urgent,Infrastructure
Roof leaking at the main road,Non-Urgent,Infrastructure
Collapsed waiting shed in the residential area,Non-Urgent,Infrastructure
Streetlights are broken in the barangay hall,Non-Urgent,Infrastructure
Water pipes leaking badly in the market,Non-Urgent,Infrastructure
Cracks appearing in the apartment road,Non-Urgent,Infrastructure
Water pipes leaking badly in the waiting shed,Non-Urgent,Infrastructure
Collapsed waiting shed in the apartment,Non-Urgent,Infrastructure
There is a big pothole in the street corner,Non-Urgent,Infrastructure
Damaged footbridge railing at the market,Non-Urgent,Infrastructure
There is a big pothole in the school,Non-Urgent,Infrastructure
Cracks appearing in the market road,Non-Urgent,Infrastructure
Roof leaking at the residential area,Non-Urgent,Infrastructure
The residential area restroom is broken and unusable,Non-Urgent,Infrastructure
There is a big pothole in the plaza,Non-Urgent,Infrastructure
Water pipes leaking badly in the plaza,Non-Urgent,Infrastructure
Damaged footbridge railing at the waiting shed,Non-Urgent,Infrastructure
Clogged drainage causing flooding in the apartment,Non-Urgent,Infrastructure
Roof leaking at the school,Non-Urgent,Infrastructure
There is a big pothole in the residential area,Non-Urgent,Infrastructure
The factory restroom is broken and unusable,Non-Urgent,Infrastructure
There is a big pothole in the apartment,Non-Urgent,Infrastructure
Water pipes leaking badly in the playground,Non-Urgent,Infrastructure
Collapsed waiting shed in the church,Non-Urgent,Infrastructure
The floor of the apartment is broken and dangerous,Non-Urgent,Infrastructure
The floor of the basketball court is broken and dangerous,Non-Urgent,Infrastructure
The floor of the playground is broken and dangerous,Non-Urgent,Infrastructure
Water pipes leaking badly in the apartment,Non-Urgent,Infrastructure
There is a big pothole in the basketball court,Non-Urgent,Infrastructure
Roof leaking at the plaza,Non-Urgent,Infrastructure
Streetlights are broken in the main road,Non-Urgent,Infrastructure
Cracks appearing in the main road road,Non-Urgent,Infrastructure
Roof leaking at the barangay hall,Non-Urgent,Infrastructure
Roof leaking at the basketball court,Non-Urgent,Infrastructure
Roof leaking at the church,Non-Urgent,Infrastructure
Streetlights are broken in the street corner,Non-Urgent,Infrastructure
The floor of the church is broken and dangerous,Non-Urgent,Infrastructure
urgent! Someone ambulance at the office this holiday.,Urgent,Medical Emergency
please respond! Someone collapse at the plaza this morning.,Urgent,Medical Emergency
please respond! Someone unconscious at the mall this night.,Urgent,Medical Emergency
ASAP! Someone collapse at the apartment this morning.,Urgent,Medical Emergency
immediately! Someone ambulance at the plaza this night.,Urgent,Medical Emergency
immediately! Someone injured at the plaza this afternoon.,Urgent,Medical Emergency
help! Someone doctor at the school this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the restaurant this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the hospital this evening.,Urgent,Medical Emergency
immediately! Someone unconscious at the hospital this morning.,Urgent,Medical Emergency
emergency! Someone unconscious at the market this afternoon.,Urgent,Medical Emergency
immediately! Someone ambulance at the plaza this rush hour.,Urgent,Medical Emergency
urgent! Someone paramedic at the factory this evening.,Urgent,Medical Emergency
ASAP! Someone ambulance at the highway this night.,Urgent,Medical Emergency
ASAP! Someone doctor at the mall this night.,Urgent,Medical Emergency
immediately! Someone doctor at the apartment this evening.,Urgent,Medical Emergency
immediately! Someone injured at the plaza this evening.,Urgent,Medical Emergency
emergency! Someone collapse at the school this night.,Urgent,Medical Emergency
please respond! Someone paramedic at the church this weekend.,Urgent,Medical Emergency
ASAP! Someone ambulance at the factory this weekend.,Urgent,Medical Emergency
help! Someone injured at the hospital this afternoon.,Urgent,Medical Emergency
urgent! Someone injured at the hospital this weekend.,Urgent,Medical Emergency
emergency! Someone doctor at the plaza this morning.,Urgent,Medical Emergency
ASAP! Someone ambulance at the apartment this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the plaza this weekend.,Urgent,Medical Emergency
immediately! Someone ambulance at the gym this night.,Urgent,Medical Emergency
help! Someone paramedic at the church this weekend.,Urgent,Medical Emergency
help! Someone doctor at the factory this evening.,Urgent,Medical Emergency
ASAP! Someone ambulance at the market this holiday.,Urgent,Medical Emergency
immediately! Someone collapse at the highway this evening.,Urgent,Medical Emergency
urgent! Someone unconscious at the hospital this night.,Urgent,Medical Emergency
emergency! Someone collapse at the church this weekend.,Urgent,Medical Emergency
please respond! Someone unconscious at the school this morning.,Urgent,Medical Emergency
please respond! Someone ambulance at the mall this afternoon.,Urgent,Medical Emergency
emergency! Someone doctor at the school this afternoon.,Urgent,Medical Emergency
help! Someone unconscious at the market this morning.,Urgent,Medical Emergency
immediately! Someone unconscious at the apartment this night.,Urgent,Medical Emergency
urgent! Someone paramedic at the factory this afternoon.,Urgent,Medical Emergency
urgent! Someone collapse at the plaza this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the factory this weekend.,Urgent,Medical Emergency
immediately! Someone collapse at the gym this afternoon.,Urgent,Medical Emergency
ASAP! Someone doctor at the factory this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the hospital this morning.,Urgent,Medical Emergency
please respond! Someone paramedic at the factory this afternoon.,Urgent,Medical Emergency
ASAP! Someone doctor at the gym this rush hour.,Urgent,Medical Emergency
urgent! Someone injured at the mall this afternoon.,Urgent,Medical Emergency
urgent! Someone injured at the gym this morning.,Urgent,Medical Emergency
urgent! Someone collapse at the restaurant this rush hour.,Urgent,Medical Emergency
please respond! Someone injured at the restaurant this weekend.,Urgent,Medical Emergency
urgent! Someone unconscious at the apartment this weekend.,Urgent,Medical Emergency
help! Someone injured at the restaurant this afternoon.,Urgent,Medical Emergency
ASAP! Someone collapse at the plaza this afternoon.,Urgent,Medical Emergency
help! Someone injured at the highway this afternoon.,Urgent,Medical Emergency
urgent! Someone paramedic at the factory this rush hour.,Urgent,Medical Emergency
urgent! Someone collapse at the apartment this afternoon.,Urgent,Medical Emergency
please respond! Someone doctor at the office this holiday.,Urgent,Medical Emergency
help! Someone collapse at the highway this night.,Urgent,Medical Emergency
help! Someone injured at the mall this weekend.,Urgent,Medical Emergency
immediately! Someone injured at the gym this evening.,Urgent,Medical Emergency
help! Someone injured at the highway this holiday.,Urgent,Medical Emergency
help! Someone collapse at the market this night.,Urgent,Medical Emergency
emergency! Someone injured at the apartment this rush hour.,Urgent,Medical Emergency
ASAP! Someone injured at the apartment this weekend.,Urgent,Medical Emergency
urgent! Someone ambulance at the office this evening.,Urgent,Medical Emergency
urgent! Someone paramedic at the gym this afternoon.,Urgent,Medical Emergency
urgent! Someone injured at the factory this weekend.,Urgent,Medical Emergency
please respond! Someone unconscious at the market this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the factory this afternoon.,Urgent,Medical Emergency
please respond! Someone paramedic at the market this night.,Urgent,Medical Emergency
immediately! Someone injured at the gym this rush hour.,Urgent,Medical Emergency
urgent! Someone injured at the restaurant this afternoon.,Urgent,Medical Emergency
ASAP! Someone injured at the mall this morning.,Urgent,Medical Emergency
ASAP! Someone doctor at the plaza this weekend.,Urgent,Medical Emergency
please respond! Someone collapse at the office this rush hour.,Urgent,Medical Emergency
immediately! Someone ambulance at the school this rush hour.,Urgent,Medical Emergency
immediately! Someone collapse at the hospital this night.,Urgent,Medical Emergency
urgent! Someone paramedic at the restaurant this evening.,Urgent,Medical Emergency
please respond! Someone paramedic at the highway this weekend.,Urgent,Medical Emergency
immediately! Someone doctor at the plaza this afternoon.,Urgent,Medical Emergency
help! Someone doctor at the school this afternoon.,Urgent,Medical Emergency
ASAP! Someone collapse at the market this rush hour.,Urgent,Medical Emergency
emergency! Someone ambulance at the highway this weekend.,Urgent,Medical Emergency
urgent! Someone doctor at the plaza this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the office this evening.,Urgent,Medical Emergency
urgent! Someone injured at the gym this rush hour.,Urgent,Medical Emergency
help! Someone doctor at the plaza this rush hour.,Urgent,Medical Emergency
emergency! Someone injured at the office this night.,Urgent,Medical Emergency
ASAP! Someone paramedic at the gym this night.,Urgent,Medical Emergency
ASAP! Someone doctor at the factory this weekend.,Urgent,Medical Emergency
help! Someone unconscious at the plaza this holiday.,Urgent,Medical Emergency
please respond! Someone doctor at the school this evening.,Urgent,Medical Emergency
immediately! Someone injured at the office this afternoon.,Urgent,Medical Emergency
emergency! Someone paramedic at the factory this weekend.,Urgent,Medical Emergency
help! Someone injured at the church this evening.,Urgent,Medical Emergency
ASAP! Someone collapse at the factory this night.,Urgent,Medical Emergency
ASAP! Someone paramedic at the plaza this morning.,Urgent,Medical Emergency
please respond! Someone unconscious at the factory this rush hour.,Urgent,Medical Emergency
emergency! Someone unconscious at the highway this holiday.,Urgent,Medical Emergency
immediately! Someone paramedic at the school this holiday.,Urgent,Medical Emergency
please respond! Someone paramedic at the highway this rush hour.,Urgent,Medical Emergency
help! Someone paramedic at the factory this weekend.,Urgent,Medical Emergency
please respond! Someone doctor at the office this night.,Urgent,Medical Emergency
please respond! Someone injured at the hospital this night.,Urgent,Medical Emergency
emergency! Someone injured at the plaza this weekend.,Urgent,Medical Emergency
urgent! Someone injured at the highway this morning.,Urgent,Medical Emergency
emergency! Someone injured at the apartment this night.,Urgent,Medical Emergency
emergency! Someone doctor at the factory this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the school this rush hour.,Urgent,Medical Emergency
help! Someone doctor at the church this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the school this holiday.,Urgent,Medical Emergency
help! Someone collapse at the plaza this holiday.,Urgent,Medical Emergency
immediately! Someone unconscious at the factory this morning.,Urgent,Medical Emergency
please respond! Someone unconscious at the highway this evening.,Urgent,Medical Emergency
ASAP! Someone paramedic at the school this rush hour.,Urgent,Medical Emergency
help! Someone injured at the highway this evening.,Urgent,Medical Emergency
emergency! Someone collapse at the gym this afternoon.,Urgent,Medical Emergency
ASAP! Someone ambulance at the apartment this holiday.,Urgent,Medical Emergency
please respond! Someone paramedic at the factory this night.,Urgent,Medical Emergency
emergency! Someone collapse at the market this night.,Urgent,Medical Emergency
emergency! Someone unconscious at the factory this morning.,Urgent,Medical Emergency
urgent! Someone doctor at the school this afternoon.,Urgent,Medical Emergency
help! Someone paramedic at the mall this weekend.,Urgent,Medical Emergency
please respond! Someone doctor at the office this rush hour.,Urgent,Medical Emergency
help! Someone unconscious at the factory this rush hour.,Urgent,Medical Emergency
immediately! Someone injured at the market this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the plaza this morning.,Urgent,Medical Emergency
urgent! Someone doctor at the school this rush hour.,Urgent,Medical Emergency
help! Someone doctor at the office this rush hour.,Urgent,Medical Emergency
urgent! Someone paramedic at the mall this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the mall this morning.,Urgent,Medical Emergency
urgent! Someone ambulance at the apartment this holiday.,Urgent,Medical Emergency
please respond! Someone ambulance at the factory this weekend.,Urgent,Medical Emergency
help! Someone doctor at the mall this afternoon.,Urgent,Medical Emergency
please respond! Someone injured at the highway this morning.,Urgent,Medical Emergency
ASAP! Someone paramedic at the school this weekend.,Urgent,Medical Emergency
immediately! Someone doctor at the apartment this rush hour.,Urgent,Medical Emergency
ASAP! Someone collapse at the highway this morning.,Urgent,Medical Emergency
urgent! Someone doctor at the highway this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the mall this rush hour.,Urgent,Medical Emergency
please respond! Someone injured at the market this weekend.,Urgent,Medical Emergency
please respond! Someone ambulance at the gym this rush hour.,Urgent,Medical Emergency
help! Someone injured at the market this afternoon.,Urgent,Medical Emergency
immediately! Someone paramedic at the apartment this rush hour.,Urgent,Medical Emergency
help! Someone injured at the school this afternoon.,Urgent,Medical Emergency
emergency! Someone ambulance at the hospital this holiday.,Urgent,Medical Emergency
ASAP! Someone collapse at the mall this night.,Urgent,Medical Emergency
please respond! Someone injured at the plaza this morning.,Urgent,Medical Emergency
emergency! Someone doctor at the gym this holiday.,Urgent,Medical Emergency
immediately! Someone ambulance at the hospital this weekend.,Urgent,Medical Emergency
please respond! Someone ambulance at the plaza this weekend.,Urgent,Medical Emergency
please respond! Someone ambulance at the school this night.,Urgent,Medical Emergency
immediately! Someone doctor at the church this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the mall this rush hour.,Urgent,Medical Emergency
emergency! Someone injured at the plaza this holiday.,Urgent,Medical Emergency
urgent! Someone doctor at the market this morning.,Urgent,Medical Emergency
please respond! Someone doctor at the market this evening.,Urgent,Medical Emergency
emergency! Someone ambulance at the church this evening.,Urgent,Medical Emergency
help! Someone injured at the apartment this evening.,Urgent,Medical Emergency
immediately! Someone ambulance at the market this weekend.,Urgent,Medical Emergency
immediately! Someone paramedic at the church this rush hour.,Urgent,Medical Emergency
urgent! Someone ambulance at the factory this rush hour.,Urgent,Medical Emergency
urgent! Someone doctor at the factory this morning.,Urgent,Medical Emergency
immediately! Someone injured at the hospital this weekend.,Urgent,Medical Emergency
please respond! Someone injured at the highway this rush hour.,Urgent,Medical Emergency
urgent! Someone ambulance at the highway this holiday.,Urgent,Medical Emergency
please respond! Someone injured at the plaza this holiday.,Urgent,Medical Emergency
please respond! Someone paramedic at the office this morning.,Urgent,Medical Emergency
urgent! Someone injured at the office this rush hour.,Urgent,Medical Emergency
immediately! Someone injured at the school this night.,Urgent,Medical Emergency
urgent! Someone collapse at the apartment this night.,Urgent,Medical Emergency
please respond! Someone paramedic at the market this rush hour.,Urgent,Medical Emergency
emergency! Someone doctor at the apartment this afternoon.,Urgent,Medical Emergency
immediately! Someone unconscious at the school this evening.,Urgent,Medical Emergency
ASAP! Someone injured at the highway this morning.,Urgent,Medical Emergency
emergency! Someone unconscious at the apartment this morning.,Urgent,Medical Emergency
immediately! Someone ambulance at the restaurant this evening.,Urgent,Medical Emergency
urgent! Someone collapse at the factory this night.,Urgent,Medical Emergency
ASAP! Someone doctor at the market this weekend.,Urgent,Medical Emergency
immediately! Someone doctor at the market this weekend.,Urgent,Medical Emergency
urgent! Someone injured at the market this night.,Urgent,Medical Emergency
please respond! Someone ambulance at the factory this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the gym this afternoon.,Urgent,Medical Emergency
ASAP! Someone paramedic at the school this evening.,Urgent,Medical Emergency
emergency! Someone doctor at the office this weekend.,Urgent,Medical Emergency
urgent! Someone collapse at the hospital this night.,Urgent,Medical Emergency
urgent! Someone unconscious at the factory this rush hour.,Urgent,Medical Emergency
urgent! Someone ambulance at the school this evening.,Urgent,Medical Emergency
please respond! Someone doctor at the plaza this rush hour.,Urgent,Medical Emergency
urgent! Someone unconscious at the office this holiday.,Urgent,Medical Emergency
emergency! Someone ambulance at the mall this weekend.,Urgent,Medical Emergency
emergency! Someone unconscious at the office this afternoon.,Urgent,Medical Emergency
ASAP! Someone injured at the apartment this evening.,Urgent,Medical Emergency
emergency! Someone doctor at the factory this evening.,Urgent,Medical Emergency
please respond! Someone paramedic at the apartment this afternoon.,Urgent,Medical Emergency
help! Someone doctor at the gym this rush hour.,Urgent,Medical Emergency
ASAP! Someone unconscious at the plaza this weekend.,Urgent,Medical Emergency
ASAP! Someone collapse at the factory this holiday.,Urgent,Medical Emergency
please respond! Someone doctor at the apartment this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the hospital this afternoon.,Urgent,Medical Emergency
immediately! Someone paramedic at the factory this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the office this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the restaurant this morning.,Urgent,Medical Emergency
help! Someone collapse at the apartment this morning.,Urgent,Medical Emergency
ASAP! Someone paramedic at the highway this rush hour.,Urgent,Medical Emergency
please respond! Someone unconscious at the mall this rush hour.,Urgent,Medical Emergency
please respond! Someone paramedic at the highway this holiday.,Urgent,Medical Emergency
urgent! Someone collapse at the factory this evening.,Urgent,Medical Emergency
emergency! Someone collapse at the church this afternoon.,Urgent,Medical Emergency
emergency! Someone unconscious at the plaza this night.,Urgent,Medical Emergency
emergency! Someone collapse at the factory this evening.,Urgent,Medical Emergency
help! Someone injured at the mall this morning.,Urgent,Medical Emergency
ASAP! Someone collapse at the restaurant this morning.,Urgent,Medical Emergency
help! Someone collapse at the apartment this evening.,Urgent,Medical Emergency
immediately! Someone unconscious at the restaurant this night.,Urgent,Medical Emergency
urgent! Someone paramedic at the restaurant this night.,Urgent,Medical Emergency
urgent! Someone doctor at the highway this night.,Urgent,Medical Emergency
emergency! Someone doctor at the church this rush hour.,Urgent,Medical Emergency
urgent! Someone collapse at the office this holiday.,Urgent,Medical Emergency
urgent! Someone paramedic at the restaurant this rush hour.,Urgent,Medical Emergency
urgent! Someone unconscious at the factory this weekend.,Urgent,Medical Emergency
emergency! Someone paramedic at the church this rush hour.,Urgent,Medical Emergency
emergency! Someone paramedic at the factory this rush hour.,Urgent,Medical Emergency
emergency! Someone collapse at the gym this night.,Urgent,Medical Emergency
please respond! Someone doctor at the mall this weekend.,Urgent,Medical Emergency
urgent! Someone doctor at the apartment this afternoon.,Urgent,Medical Emergency
immediately! Someone collapse at the school this morning.,Urgent,Medical Emergency
please respond! Someone injured at the apartment this night.,Urgent,Medical Emergency
help! Someone injured at the restaurant this weekend.,Urgent,Medical Emergency
urgent! Someone injured at the hospital this evening.,Urgent,Medical Emergency
immediately! Someone collapse at the school this afternoon.,Urgent,Medical Emergency
please respond! Someone paramedic at the factory this evening.,Urgent,Medical Emergency
urgent! Someone injured at the school this evening.,Urgent,Medical Emergency
please respond! Someone paramedic at the school this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the plaza this weekend.,Urgent,Medical Emergency
immediately! Someone ambulance at the office this evening.,Urgent,Medical Emergency
help! Someone ambulance at the factory this holiday.,Urgent,Medical Emergency
immediately! Someone doctor at the plaza this weekend.,Urgent,Medical Emergency
help! Someone paramedic at the factory this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the market this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the mall this afternoon.,Urgent,Medical Emergency
emergency! Someone injured at the church this rush hour.,Urgent,Medical Emergency
ASAP! Someone ambulance at the factory this morning.,Urgent,Medical Emergency
please respond! Someone ambulance at the plaza this rush hour.,Urgent,Medical Emergency
urgent! Someone paramedic at the mall this afternoon.,Urgent,Medical Emergency
please respond! Someone unconscious at the hospital this night.,Urgent,Medical Emergency
urgent! Someone ambulance at the hospital this morning.,Urgent,Medical Emergency
urgent! Someone unconscious at the plaza this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the church this holiday.,Urgent,Medical Emergency
help! Someone ambulance at the hospital this rush hour.,Urgent,Medical Emergency
please respond! Someone unconscious at the highway this morning.,Urgent,Medical Emergency
emergency! Someone injured at the gym this evening.,Urgent,Medical Emergency
emergency! Someone ambulance at the market this evening.,Urgent,Medical Emergency
ASAP! Someone unconscious at the mall this weekend.,Urgent,Medical Emergency
help! Someone collapse at the restaurant this evening.,Urgent,Medical Emergency
urgent! Someone doctor at the gym this evening.,Urgent,Medical Emergency
immediately! Someone ambulance at the gym this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the apartment this night.,Urgent,Medical Emergency
please respond! Someone doctor at the plaza this weekend.,Urgent,Medical Emergency
please respond! Someone unconscious at the plaza this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the church this morning.,Urgent,Medical Emergency
immediately! Someone unconscious at the plaza this evening.,Urgent,Medical Emergency
urgent! Someone ambulance at the church this rush hour.,Urgent,Medical Emergency
please respond! Someone unconscious at the office this morning.,Urgent,Medical Emergency
help! Someone doctor at the factory this weekend.,Urgent,Medical Emergency
immediately! Someone ambulance at the office this afternoon.,Urgent,Medical Emergency
help! Someone injured at the market this rush hour.,Urgent,Medical Emergency
help! Someone paramedic at the factory this night.,Urgent,Medical Emergency
ASAP! Someone unconscious at the restaurant this weekend.,Urgent,Medical Emergency
ASAP! Someone doctor at the hospital this weekend.,Urgent,Medical Emergency
urgent! Someone doctor at the gym this weekend.,Urgent,Medical Emergency
ASAP! Someone doctor at the restaurant this rush hour.,Urgent,Medical Emergency
please respond! Someone paramedic at the plaza this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the apartment this holiday.,Urgent,Medical Emergency
urgent! Someone injured at the office this afternoon.,Urgent,Medical Emergency
help! Someone doctor at the market this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the gym this rush hour.,Urgent,Medical Emergency
urgent! Someone collapse at the church this rush hour.,Urgent,Medical Emergency
please respond! Someone doctor at the factory this evening.,Urgent,Medical Emergency
help! Someone collapse at the hospital this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the restaurant this holiday.,Urgent,Medical Emergency
immediately! Someone collapse at the church this afternoon.,Urgent,Medical Emergency
emergency! Someone injured at the school this weekend.,Urgent,Medical Emergency
immediately! Someone ambulance at the highway this weekend.,Urgent,Medical Emergency
ASAP! Someone doctor at the mall this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the plaza this morning.,Urgent,Medical Emergency
help! Someone collapse at the plaza this afternoon.,Urgent,Medical Emergency
emergency! Someone injured at the highway this weekend.,Urgent,Medical Emergency
immediately! Someone injured at the gym this night.,Urgent,Medical Emergency
help! Someone injured at the mall this night.,Urgent,Medical Emergency
please respond! Someone injured at the plaza this night.,Urgent,Medical Emergency
emergency! Someone unconscious at the restaurant this holiday.,Urgent,Medical Emergency
ASAP! Someone collapse at the hospital this rush hour.,Urgent,Medical Emergency
emergency! Someone unconscious at the mall this morning.,Urgent,Medical Emergency
ASAP! Someone unconscious at the mall this evening.,Urgent,Medical Emergency
urgent! Someone unconscious at the apartment this evening.,Urgent,Medical Emergency
urgent! Someone collapse at the plaza this weekend.,Urgent,Medical Emergency
help! Someone doctor at the factory this holiday.,Urgent,Medical Emergency
help! Someone ambulance at the highway this weekend.,Urgent,Medical Emergency
please respond! Someone doctor at the market this afternoon.,Urgent,Medical Emergency
ASAP! Someone paramedic at the market this rush hour.,Urgent,Medical Emergency
ASAP! Someone collapse at the mall this morning.,Urgent,Medical Emergency
ASAP! Someone unconscious at the plaza this rush hour.,Urgent,Medical Emergency
emergency! Someone ambulance at the market this afternoon.,Urgent,Medical Emergency
urgent! Someone collapse at the restaurant this weekend.,Urgent,Medical Emergency
urgent! Someone unconscious at the market this night.,Urgent,Medical Emergency
emergency! Someone collapse at the plaza this afternoon.,Urgent,Medical Emergency
urgent! Someone collapse at the factory this holiday.,Urgent,Medical Emergency
immediately! Someone ambulance at the restaurant this afternoon.,Urgent,Medical Emergency
please respond! Someone ambulance at the gym this morning.,Urgent,Medical Emergency
immediately! Someone doctor at the hospital this holiday.,Urgent,Medical Emergency
help! Someone ambulance at the school this holiday.,Urgent,Medical Emergency
please respond! Someone injured at the office this night.,Urgent,Medical Emergency
help! Someone collapse at the factory this weekend.,Urgent,Medical Emergency
please respond! Someone paramedic at the apartment this evening.,Urgent,Medical Emergency
immediately! Someone collapse at the church this weekend.,Urgent,Medical Emergency
help! Someone injured at the market this night.,Urgent,Medical Emergency
please respond! Someone unconscious at the highway this holiday.,Urgent,Medical Emergency
help! Someone paramedic at the school this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the factory this night.,Urgent,Medical Emergency
please respond! Someone unconscious at the restaurant this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the restaurant this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the restaurant this afternoon.,Urgent,Medical Emergency
please respond! Someone ambulance at the apartment this morning.,Urgent,Medical Emergency
emergency! Someone paramedic at the factory this evening.,Urgent,Medical Emergency
urgent! Someone doctor at the factory this afternoon.,Urgent,Medical Emergency
ASAP! Someone ambulance at the mall this afternoon.,Urgent,Medical Emergency
urgent! Someone unconscious at the restaurant this rush hour.,Urgent,Medical Emergency
