message,label,type
Injury accident at intersection,urgent,medical emergency
Nagsasagutan at nag-aaway sa plaza agad,urgent,fights
Nagsisigawan sa kanto urgently,non-urgent,noise
May party na sobrang ingay naman,non-urgent,noise
Littering near playground,non-urgent,waste
Nasusunog ang bahay sa barangay urgently,urgent,fire emergency
Group of men arguing loudly!,urgent,fights
Maingay na motor sa kalsada,non-urgent,noise
Smoke seen from the warehouse,urgent,fire emergency
Fight reported at the gym!,urgent,fights
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Fallen signboard on road agad,non-urgent,infrastructure
Broken road near bridge,non-urgent,infrastructure
Loud vehicles passing midnight urgently,non-urgent,noise
Loud construction early morning po,non-urgent,noise
May rambol sa eskinita!,urgent,fights
Burning smell in the neighborhood now,urgent,fire emergency
Two men fighting near school,urgent,fights
Maruming paligid sa barangay agad,non-urgent,waste
Barking dogs all night,non-urgent,noise
Uncollected waste near market,non-urgent,waste
Nagsasagutan at nag-aaway sa plaza naman,urgent,fights
Loud vehicles passing midnight,non-urgent,noise
May sugatang tao sa park,urgent,medical emergency
Two men fighting near school now,urgent,fights
Sumisigaw ng tulong sa kanto please,urgent,medical emergency
Too much noise from karaoke kaagad,non-urgent,noise
May nahimatay sa kalsada,urgent,medical emergency
Bridge railing damaged please,non-urgent,infrastructure
May nagsusuntukan sa kanto,urgent,fights
Maingay ang kapitbahay.,non-urgent,noise
Ambulance required at city hall,urgent,medical emergency
Two men fighting near school kaagad,urgent,fights
Flames visible near gasoline station agad,urgent,fire emergency
Uncollected waste near market!,non-urgent,waste
Broken road near bridge naman,non-urgent,infrastructure
Karaoke noise disturbing residents agad,non-urgent,noise
People fighting outside store.,urgent,fights
Basura sa harap ng bahay pls,non-urgent,waste
Streetlight not working,non-urgent,infrastructure
Basura sa harap ng bahay,non-urgent,waste
Maruming paligid sa barangay,non-urgent,waste
Road full of potholes agad,non-urgent,infrastructure
"Sunog sa palengke, please respond",urgent,fire emergency
Injury accident at intersection,urgent,medical emergency
Two men fighting near school,urgent,fights
Barking dogs all night,non-urgent,noise
Broken road near bridge,non-urgent,infrastructure
Loud vehicles passing midnight,non-urgent,noise
Fire alarm activated at office,urgent,fire emergency
Cracked sidewalk near park,non-urgent,infrastructure
May sunog sa tindahan,urgent,fire emergency
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
People fighting outside store kaagad,urgent,fights
Garbage not collected for days pls,non-urgent,waste
Road full of potholes po,non-urgent,infrastructure
May gulo sa barangay hall!,urgent,fights
Basura sa harap ng bahay,non-urgent,waste
May nahimatay sa kalsada,urgent,medical emergency
Too much noise from karaoke,non-urgent,noise
Fire alarm activated at office please,urgent,fire emergency
Littering near playground please,non-urgent,waste
Maingay ang kapitbahay!,non-urgent,noise
Fallen signboard on road,non-urgent,infrastructure
Streetlight not working pls,non-urgent,infrastructure
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Injury accident at intersection please,urgent,medical emergency
Basura nakakalat sa kanto,non-urgent,waste
Two men fighting near school,urgent,fights
May sirang poste sa labas ng barangay pls,non-urgent,infrastructure
Garbage not collected for days,non-urgent,waste
Trash scattered after fiesta,non-urgent,waste
Bar fight ongoing.,urgent,fights
Injury accident at intersection,urgent,medical emergency
People fighting outside store,urgent,fights
Fallen signboard on road.,non-urgent,infrastructure
Garbage not collected for days,non-urgent,waste
Malaking usok sa likod ng simbahan,urgent,fire emergency
May rambol sa eskinita,urgent,fights
Group of men arguing loudly kaagad,urgent,fights
Fire at apartment building pls,urgent,fire emergency
Fire at apartment building please,urgent,fire emergency
Too much noise from karaoke,non-urgent,noise
Nagsasagutan at nag-aaway sa plaza pls,urgent,fights
Lubak-lubak ang daan papuntang palengke now,non-urgent,infrastructure
Lubak-lubak ang daan papuntang palengke pls,non-urgent,infrastructure
Two men fighting near school please,urgent,fights
Karaoke noise disturbing residents.,non-urgent,noise
May sirang poste sa labas ng barangay,non-urgent,infrastructure
Basura sa harap ng bahay pls,non-urgent,waste
Injury accident at intersection,urgent,medical emergency
Streetlight not working urgently,non-urgent,infrastructure
May nahimatay sa kalsada,urgent,medical emergency
Loud music at night,non-urgent,noise
Bad smell from uncollected garbage kaagad,non-urgent,waste
Burning smell in the neighborhood,urgent,fire emergency
Smoke seen from the warehouse agad,urgent,fire emergency
Cracked sidewalk near park po,non-urgent,infrastructure
People fighting outside store,urgent,fights
Bad smell from uncollected garbage!,non-urgent,waste
May sirang poste sa labas ng barangay urgently,non-urgent,infrastructure
Barking dogs all night please,non-urgent,noise
Broken road near bridge kaagad,non-urgent,infrastructure
Sira ang drainage sa gilid ng daan!,non-urgent,infrastructure
People fighting outside store kaagad,urgent,fights
Need ambulance urgently agad,urgent,medical emergency
May butas sa kalsada,non-urgent,infrastructure
Loud vehicles passing midnight,non-urgent,noise
Bar fight ongoing!,urgent,fights
May nagsusuntukan sa kanto.,urgent,fights
Nasusunog ang bahay sa barangay kaagad,urgent,fire emergency
May sirang poste sa labas ng barangay naman,non-urgent,infrastructure
May nagsusuntukan sa kanto please,urgent,fights
Nagsisigawan sa kanto urgently,non-urgent,noise
Uncollected waste near market urgently,non-urgent,waste
Maingay na motor sa kalsada,non-urgent,noise
Malaking usok sa likod ng simbahan,urgent,fire emergency
Garbage not collected for days,non-urgent,waste
Person bleeding heavily,urgent,medical emergency
Bad smell from uncollected garbage pls,non-urgent,waste
Smoke seen from the warehouse,urgent,fire emergency
May sirang poste sa labas ng barangay agad,non-urgent,infrastructure
Sumisigaw ng tulong sa kanto po,urgent,medical emergency
Burning smell in the neighborhood,urgent,fire emergency
Trash scattered after fiesta agad,non-urgent,waste
Nagsisigawan sa kanto urgently,non-urgent,noise
May sugatang tao sa park,urgent,medical emergency
Nagsisigawan sa kanto,non-urgent,noise
Bar fight ongoing,urgent,fights
Group of men arguing loudly,urgent,fights
Too much noise from karaoke,non-urgent,noise
Karaoke noise disturbing residents,non-urgent,noise
Heart attack alert,urgent,medical emergency
Burning smell in the neighborhood agad,urgent,fire emergency
Karaoke noise disturbing residents kaagad,non-urgent,noise
May sirang poste sa labas ng barangay,non-urgent,infrastructure
Hindi pa kinukuha ang basura,non-urgent,waste
Basura sa harap ng bahay pls,non-urgent,waste
Smoke seen from the warehouse now,urgent,fire emergency
May apoy sa gilid ng kalsada naman,urgent,fire emergency
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Nagsisigawan sa kanto po,non-urgent,noise
Overflowing trash bins now,non-urgent,waste
People fighting outside store now,urgent,fights
Sira ang drainage sa gilid ng daan naman,non-urgent,infrastructure
Bar fight ongoing,urgent,fights
Sira ang drainage sa gilid ng daan pls,non-urgent,infrastructure
May gulo sa barangay hall naman,urgent,fights
May nahimatay sa kalsada,urgent,medical emergency
May party na sobrang ingay,non-urgent,noise
Two men fighting near school,urgent,fights
Loud construction early morning please,non-urgent,noise
Fight reported at the gym,urgent,fights
Smoke seen from the warehouse,urgent,fire emergency
Maingay na motor sa kalsada po,non-urgent,noise
Fire alarm activated at office,urgent,fire emergency
Need ambulance urgently,urgent,medical emergency
Barking dogs all night,non-urgent,noise
Basura sa harap ng bahay,non-urgent,waste
May butas sa kalsada,non-urgent,infrastructure
Nasusunog ang bahay sa barangay,urgent,fire emergency
May butas sa kalsada,non-urgent,infrastructure
Uncollected waste near market,non-urgent,waste
May sugatang tao sa park urgently,urgent,medical emergency
Trash scattered after fiesta,non-urgent,waste
Smoke seen from the warehouse naman,urgent,fire emergency
May nagsusuntukan sa kanto kaagad,urgent,fights
Need ambulance urgently.,urgent,medical emergency
May nahimatay sa kalsada please,urgent,medical emergency
Maingay ang kapitbahay,non-urgent,noise
Karaoke noise disturbing residents,non-urgent,noise
Bar fight ongoing now,urgent,fights
Heart attack alert.,urgent,medical emergency
Barking dogs all night now,non-urgent,noise
Flames visible near gasoline station!,urgent,fire emergency
Fire alarm activated at office now,urgent,fire emergency
Maingay na motor sa kalsada,non-urgent,noise
Nawalan ng malay sa school now,urgent,medical emergency
Cracked sidewalk near park,non-urgent,infrastructure
Nawalan ng malay sa school,urgent,medical emergency
Hindi pa kinukuha ang basura,non-urgent,waste
May gulo sa barangay hall,urgent,fights
Loud vehicles passing midnight,non-urgent,noise
Maruming paligid sa barangay naman,non-urgent,waste
May rambol sa eskinita,urgent,fights
Basura sa harap ng bahay now,non-urgent,waste
People fighting outside store pls,urgent,fights
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Sira ang drainage sa gilid ng daan kaagad,non-urgent,infrastructure
Bridge railing damaged,non-urgent,infrastructure
May party na sobrang ingay po,non-urgent,noise
Uncollected waste near market,non-urgent,waste
Sumisigaw ng tulong sa kanto naman,urgent,medical emergency
Lubak-lubak ang daan papuntang palengke.,non-urgent,infrastructure
Malaking usok sa likod ng simbahan,urgent,fire emergency
May sirang poste sa labas ng barangay urgently,non-urgent,infrastructure
Maingay na motor sa kalsada,non-urgent,noise
Maingay ang kapitbahay,non-urgent,noise
Person bleeding heavily please,urgent,medical emergency
Uncollected waste near market,non-urgent,waste
Person bleeding heavily kaagad,urgent,medical emergency
Sira ang drainage sa gilid ng daan urgently,non-urgent,infrastructure
Group of men arguing loudly po,urgent,fights
Nagsasagutan at nag-aaway sa plaza please,urgent,fights
Person bleeding heavily po,urgent,medical emergency
Maingay ang kapitbahay,non-urgent,noise
Trash scattered after fiesta,non-urgent,waste
Nasusunog ang bahay sa barangay agad,urgent,fire emergency
Nagsasagutan at nag-aaway sa plaza,urgent,fights
May rambol sa eskinita.,urgent,fights
Overflowing trash bins,non-urgent,waste
Need ambulance urgently,urgent,medical emergency
Loud music at night agad,non-urgent,noise
Fire at apartment building,urgent,fire emergency
People fighting outside store,urgent,fights
Flames visible near gasoline station kaagad,urgent,fire emergency
Heart attack alert,urgent,medical emergency
Sumisigaw ng tulong sa kanto!,urgent,medical emergency
Fallen signboard on road,non-urgent,infrastructure
Trash scattered after fiesta now,non-urgent,waste
Cracked sidewalk near park,non-urgent,infrastructure
May sugatang tao sa park po,urgent,medical emergency
Nagsisigawan sa kanto please,non-urgent,noise
Burning smell in the neighborhood urgently,urgent,fire emergency
Bad smell from uncollected garbage,non-urgent,waste
Loud vehicles passing midnight now,non-urgent,noise
Need ambulance urgently,urgent,medical emergency
Fire alarm activated at office!,urgent,fire emergency
Maingay na motor sa kalsada naman,non-urgent,noise
May nahimatay sa kalsada kaagad,urgent,medical emergency
Overflowing trash bins,non-urgent,waste
May apoy sa gilid ng kalsada!,urgent,fire emergency
Barking dogs all night kaagad,non-urgent,noise
Too much noise from karaoke agad,non-urgent,noise
Nasusunog ang bahay sa barangay po,urgent,fire emergency
Injury accident at intersection agad,urgent,medical emergency
Loud construction early morning now,non-urgent,noise
People fighting outside store now,urgent,fights
Road full of potholes,non-urgent,infrastructure
"Car accident, please send help",urgent,medical emergency
Too much noise from karaoke please,non-urgent,noise
Bridge railing damaged urgently,non-urgent,infrastructure
Violent altercation on street please,urgent,fights
Nawalan ng malay sa school po,urgent,medical emergency
May apoy sa gilid ng kalsada,urgent,fire emergency
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
Violent altercation on street,urgent,fights
Basura sa harap ng bahay,non-urgent,waste
Cracked sidewalk near park!,non-urgent,infrastructure
"Car accident, please send help",urgent,medical emergency
Fire alarm activated at office agad,urgent,fire emergency
Injury accident at intersection,urgent,medical emergency
Maingay ang kapitbahay,non-urgent,noise
Burning smell in the neighborhood,urgent,fire emergency
Injury accident at intersection.,urgent,medical emergency
Loud construction early morning,non-urgent,noise
May nahimatay sa kalsada naman,urgent,medical emergency
Malaking usok sa likod ng simbahan,urgent,fire emergency
Sumisigaw ng tulong sa kanto urgently,urgent,medical emergency
Cracked sidewalk near park,non-urgent,infrastructure
Maingay na motor sa kalsada,non-urgent,noise
Karaoke noise disturbing residents naman,non-urgent,noise
Garbage not collected for days,non-urgent,waste
Uncollected waste near market naman,non-urgent,waste
Littering near playground pls,non-urgent,waste
Two men fighting near school urgently,urgent,fights
May sunog sa tindahan urgently,urgent,fire emergency
Basura nakakalat sa kanto,non-urgent,waste
"Car accident, please send help.",urgent,medical emergency
Hindi pa kinukuha ang basura now,non-urgent,waste
Hindi pa kinukuha ang basura naman,non-urgent,waste
Group of men arguing loudly,urgent,fights
Ambulance required at city hall please,urgent,medical emergency
Broken road near bridge agad,non-urgent,infrastructure
May sirang poste sa labas ng barangay now,non-urgent,infrastructure
Barking dogs all night now,non-urgent,noise
Flames visible near gasoline station,urgent,fire emergency
Injury accident at intersection,urgent,medical emergency
Bad smell from uncollected garbage naman,non-urgent,waste
Bad smell from uncollected garbage please,non-urgent,waste
Fallen signboard on road,non-urgent,infrastructure
May apoy sa gilid ng kalsada,urgent,fire emergency
Bar fight ongoing,urgent,fights
Fallen signboard on road po,non-urgent,infrastructure
Burning smell in the neighborhood,urgent,fire emergency
May butas sa kalsada,non-urgent,infrastructure
May nahimatay sa kalsada pls,urgent,medical emergency
Trash scattered after fiesta,non-urgent,waste
Fight reported at the gym,urgent,fights
Basura sa harap ng bahay,non-urgent,waste
Loud construction early morning,non-urgent,noise
May nahimatay sa kalsada,urgent,medical emergency
Fire at apartment building po,urgent,fire emergency
Overflowing trash bins kaagad,non-urgent,waste
May sugatang tao sa park please,urgent,medical emergency
Heart attack alert,urgent,medical emergency
Smoke seen from the warehouse pls,urgent,fire emergency
May sunog sa tindahan po,urgent,fire emergency
Cracked sidewalk near park,non-urgent,infrastructure
Malaking usok sa likod ng simbahan.,urgent,fire emergency
Smoke seen from the warehouse agad,urgent,fire emergency
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
Cracked sidewalk near park,non-urgent,infrastructure
People fighting outside store,urgent,fights
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Cracked sidewalk near park agad,non-urgent,infrastructure
Flames visible near gasoline station pls,urgent,fire emergency
Two men fighting near school kaagad,urgent,fights
Streetlight not working urgently,non-urgent,infrastructure
Loud music at night urgently,non-urgent,noise
Violent altercation on street,urgent,fights
Nagsisigawan sa kanto kaagad,non-urgent,noise
Garbage not collected for days,non-urgent,waste
Bar fight ongoing,urgent,fights
Trash scattered after fiesta,non-urgent,waste
Person bleeding heavily,urgent,medical emergency
Two men fighting near school naman,urgent,fights
Malaking usok sa likod ng simbahan naman,urgent,fire emergency
Uncollected waste near market,non-urgent,waste
Sira ang drainage sa gilid ng daan.,non-urgent,infrastructure
Group of men arguing loudly,urgent,fights
"Sunog sa palengke, please respond",urgent,fire emergency
People fighting outside store urgently,urgent,fights
Littering near playground kaagad,non-urgent,waste
Injury accident at intersection,urgent,medical emergency
May nahimatay sa kalsada.,urgent,medical emergency
May rambol sa eskinita,urgent,fights
Trash scattered after fiesta urgently,non-urgent,waste
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Fallen signboard on road,non-urgent,infrastructure
Bar fight ongoing,urgent,fights
May apoy sa gilid ng kalsada urgently,urgent,fire emergency
Maingay na motor sa kalsada!,non-urgent,noise
Malaking usok sa likod ng simbahan now,urgent,fire emergency
May party na sobrang ingay pls,non-urgent,noise
Hindi pa kinukuha ang basura naman,non-urgent,waste
Loud vehicles passing midnight po,non-urgent,noise
Ambulance required at city hall,urgent,medical emergency
Too much noise from karaoke kaagad,non-urgent,noise
Basura nakakalat sa kanto pls,non-urgent,waste
May sugatang tao sa park,urgent,medical emergency
Karaoke noise disturbing residents,non-urgent,noise
Trash scattered after fiesta,non-urgent,waste
Basura nakakalat sa kanto,non-urgent,waste
Bad smell from uncollected garbage pls,non-urgent,waste
May butas sa kalsada!,non-urgent,infrastructure
Loud vehicles passing midnight,non-urgent,noise
Karaoke noise disturbing residents,non-urgent,noise
May nagsusuntukan sa kanto.,urgent,fights
Streetlight not working agad,non-urgent,infrastructure
Fight reported at the gym,urgent,fights
Hindi pa kinukuha ang basura!,non-urgent,waste
Garbage not collected for days po,non-urgent,waste
Road full of potholes,non-urgent,infrastructure
May sugatang tao sa park,urgent,medical emergency
Hindi pa kinukuha ang basura,non-urgent,waste
Road full of potholes,non-urgent,infrastructure
"Car accident, please send help please",urgent,medical emergency
May nagsusuntukan sa kanto,urgent,fights
Bridge railing damaged,non-urgent,infrastructure
May nahimatay sa kalsada,urgent,medical emergency
Bar fight ongoing,urgent,fights
May rambol sa eskinita,urgent,fights
Flames visible near gasoline station,urgent,fire emergency
Sira ang drainage sa gilid ng daan!,non-urgent,infrastructure
Group of men arguing loudly,urgent,fights
Injury accident at intersection,urgent,medical emergency
Sira ang drainage sa gilid ng daan pls,non-urgent,infrastructure
May nagsusuntukan sa kanto,urgent,fights
Ambulance required at city hall,urgent,medical emergency
Basura nakakalat sa kanto,non-urgent,waste
Uncollected waste near market,non-urgent,waste
Garbage not collected for days,non-urgent,waste
Hindi pa kinukuha ang basura please,non-urgent,waste
Violent altercation on street pls,urgent,fights
Basura sa harap ng bahay please,non-urgent,waste
Fire alarm activated at office,urgent,fire emergency
May party na sobrang ingay urgently,non-urgent,noise
Person bleeding heavily,urgent,medical emergency
Lubak-lubak ang daan papuntang palengke po,non-urgent,infrastructure
Overflowing trash bins,non-urgent,waste
Littering near playground,non-urgent,waste
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Fallen signboard on road,non-urgent,infrastructure
Overflowing trash bins po,non-urgent,waste
Overflowing trash bins,non-urgent,waste
Bar fight ongoing,urgent,fights
People fighting outside store please,urgent,fights
Malaking usok sa likod ng simbahan,urgent,fire emergency
Fire alarm activated at office,urgent,fire emergency
Maingay ang kapitbahay!,non-urgent,noise
Barking dogs all night.,non-urgent,noise
Fire at apartment building,urgent,fire emergency
May nahimatay sa kalsada,urgent,medical emergency
Basura sa harap ng bahay,non-urgent,waste
Overflowing trash bins,non-urgent,waste
May rambol sa eskinita,urgent,fights
Flames visible near gasoline station,urgent,fire emergency
Loud construction early morning,non-urgent,noise
Person bleeding heavily kaagad,urgent,medical emergency
Malaking usok sa likod ng simbahan.,urgent,fire emergency
May sunog sa tindahan,urgent,fire emergency
Nawalan ng malay sa school,urgent,medical emergency
May apoy sa gilid ng kalsada urgently,urgent,fire emergency
May nagsusuntukan sa kanto please,urgent,fights
Fire alarm activated at office,urgent,fire emergency
Fire at apartment building,urgent,fire emergency
Burning smell in the neighborhood urgently,urgent,fire emergency
Smoke seen from the warehouse agad,urgent,fire emergency
Overflowing trash bins agad,non-urgent,waste
Overflowing trash bins,non-urgent,waste
People fighting outside store now,urgent,fights
Maruming paligid sa barangay,non-urgent,waste
Violent altercation on street,urgent,fights
Bad smell from uncollected garbage,non-urgent,waste
"Sunog sa palengke, please respond please",urgent,fire emergency
Loud vehicles passing midnight kaagad,non-urgent,noise
Person bleeding heavily,urgent,medical emergency
Littering near playground,non-urgent,waste
Fire alarm activated at office.,urgent,fire emergency
Violent altercation on street,urgent,fights
Malaking usok sa likod ng simbahan please,urgent,fire emergency
Bad smell from uncollected garbage naman,non-urgent,waste
Smoke seen from the warehouse,urgent,fire emergency
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Maruming paligid sa barangay,non-urgent,waste
"Car accident, please send help",urgent,medical emergency
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Maingay na motor sa kalsada,non-urgent,noise
Karaoke noise disturbing residents agad,non-urgent,noise
Maingay na motor sa kalsada urgently,non-urgent,noise
Violent altercation on street,urgent,fights
Cracked sidewalk near park,non-urgent,infrastructure
Littering near playground,non-urgent,waste
May party na sobrang ingay,non-urgent,noise
Nagsasagutan at nag-aaway sa plaza please,urgent,fights
Nagsisigawan sa kanto,non-urgent,noise
May party na sobrang ingay,non-urgent,noise
Fire at apartment building now,urgent,fire emergency
Ambulance required at city hall,urgent,medical emergency
Maingay ang kapitbahay,non-urgent,noise
Garbage not collected for days.,non-urgent,waste
Violent altercation on street kaagad,urgent,fights
May gulo sa barangay hall urgently,urgent,fights
Maingay ang kapitbahay po,non-urgent,noise
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Loud construction early morning,non-urgent,noise
Person bleeding heavily po,urgent,medical emergency
Two men fighting near school,urgent,fights
Need ambulance urgently,urgent,medical emergency
Need ambulance urgently,urgent,medical emergency
May party na sobrang ingay pls,non-urgent,noise
May party na sobrang ingay urgently,non-urgent,noise
People fighting outside store,urgent,fights
Ambulance required at city hall now,urgent,medical emergency
Bar fight ongoing now,urgent,fights
"Car accident, please send help naman",urgent,medical emergency
Need ambulance urgently,urgent,medical emergency
Maingay na motor sa kalsada,non-urgent,noise
Streetlight not working,non-urgent,infrastructure
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
May apoy sa gilid ng kalsada pls,urgent,fire emergency
Person bleeding heavily,urgent,medical emergency
Maruming paligid sa barangay,non-urgent,waste
May apoy sa gilid ng kalsada agad,urgent,fire emergency
Nawalan ng malay sa school,urgent,medical emergency
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Uncollected waste near market,non-urgent,waste
Need ambulance urgently,urgent,medical emergency
Fallen signboard on road,non-urgent,infrastructure
Sira ang drainage sa gilid ng daan now,non-urgent,infrastructure
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Two men fighting near school po,urgent,fights
Nawalan ng malay sa school pls,urgent,medical emergency
May sunog sa tindahan,urgent,fire emergency
Bar fight ongoing urgently,urgent,fights
Nasusunog ang bahay sa barangay.,urgent,fire emergency
Maruming paligid sa barangay,non-urgent,waste
Hindi pa kinukuha ang basura pls,non-urgent,waste
Garbage not collected for days,non-urgent,waste
"Car accident, please send help naman",urgent,medical emergency
Sira ang drainage sa gilid ng daan urgently,non-urgent,infrastructure
Burning smell in the neighborhood,urgent,fire emergency
Heart attack alert,urgent,medical emergency
Hindi pa kinukuha ang basura,non-urgent,waste
Nasusunog ang bahay sa barangay!,urgent,fire emergency
Heart attack alert pls,urgent,medical emergency
May sirang poste sa labas ng barangay,non-urgent,infrastructure
Malaking usok sa likod ng simbahan kaagad,urgent,fire emergency
May sugatang tao sa park agad,urgent,medical emergency
Violent altercation on street naman,urgent,fights
Bridge railing damaged po,non-urgent,infrastructure
Broken road near bridge,non-urgent,infrastructure
Sira ang drainage sa gilid ng daan kaagad,non-urgent,infrastructure
Nagsasagutan at nag-aaway sa plaza naman,urgent,fights
Uncollected waste near market please,non-urgent,waste
Basura nakakalat sa kanto pls,non-urgent,waste
Nawalan ng malay sa school now,urgent,medical emergency
Malaking usok sa likod ng simbahan po,urgent,fire emergency
Loud construction early morning urgently,non-urgent,noise
Person bleeding heavily,urgent,medical emergency
Nasusunog ang bahay sa barangay,urgent,fire emergency
Loud construction early morning.,non-urgent,noise
"Sunog sa palengke, please respond",urgent,fire emergency
Smoke seen from the warehouse po,urgent,fire emergency
Hindi pa kinukuha ang basura,non-urgent,waste
"Sunog sa palengke, please respond please",urgent,fire emergency
Garbage not collected for days,non-urgent,waste
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Injury accident at intersection,urgent,medical emergency
May butas sa kalsada urgently,non-urgent,infrastructure
Too much noise from karaoke po,non-urgent,noise
May butas sa kalsada,non-urgent,infrastructure
Ambulance required at city hall urgently,urgent,medical emergency
Nawalan ng malay sa school,urgent,medical emergency
Nawalan ng malay sa school,urgent,medical emergency
Burning smell in the neighborhood urgently,urgent,fire emergency
May gulo sa barangay hall now,urgent,fights
Basura nakakalat sa kanto pls,non-urgent,waste
Injury accident at intersection now,urgent,medical emergency
Hindi pa kinukuha ang basura urgently,non-urgent,waste
Loud vehicles passing midnight,non-urgent,noise
Road full of potholes pls,non-urgent,infrastructure
Bad smell from uncollected garbage now,non-urgent,waste
Littering near playground now,non-urgent,waste
Garbage not collected for days po,non-urgent,waste
Streetlight not working naman,non-urgent,infrastructure
Burning smell in the neighborhood!,urgent,fire emergency
Bad smell from uncollected garbage,non-urgent,waste
Barking dogs all night,non-urgent,noise
Two men fighting near school!,urgent,fights
May nagsusuntukan sa kanto,urgent,fights
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Loud construction early morning,non-urgent,noise
Sira ang drainage sa gilid ng daan po,non-urgent,infrastructure
Burning smell in the neighborhood,urgent,fire emergency
Nasusunog ang bahay sa barangay,urgent,fire emergency
Heart attack alert,urgent,medical emergency
Ambulance required at city hall naman,urgent,medical emergency
Loud vehicles passing midnight.,non-urgent,noise
Fire alarm activated at office,urgent,fire emergency
Maruming paligid sa barangay po,non-urgent,waste
"Car accident, please send help naman",urgent,medical emergency
Smoke seen from the warehouse po,urgent,fire emergency
Ambulance required at city hall,urgent,medical emergency
May gulo sa barangay hall,urgent,fights
"Sunog sa palengke, please respond",urgent,fire emergency
Ambulance required at city hall please,urgent,medical emergency
People fighting outside store,urgent,fights
Violent altercation on street po,urgent,fights
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Person bleeding heavily,urgent,medical emergency
Uncollected waste near market!,non-urgent,waste
Sumisigaw ng tulong sa kanto now,urgent,medical emergency
Nawalan ng malay sa school,urgent,medical emergency
Streetlight not working po,non-urgent,infrastructure
May sugatang tao sa park,urgent,medical emergency
"Car accident, please send help",urgent,medical emergency
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
Trash scattered after fiesta,non-urgent,waste
Bridge railing damaged now,non-urgent,infrastructure
Bar fight ongoing,urgent,fights
May butas sa kalsada,non-urgent,infrastructure
Streetlight not working.,non-urgent,infrastructure
Maingay ang kapitbahay.,non-urgent,noise
Barking dogs all night,non-urgent,noise
Uncollected waste near market kaagad,non-urgent,waste
"Sunog sa palengke, please respond naman",urgent,fire emergency
May nahimatay sa kalsada urgently,urgent,medical emergency
"Sunog sa palengke, please respond.",urgent,fire emergency
Too much noise from karaoke pls,non-urgent,noise
Smoke seen from the warehouse,urgent,fire emergency
Loud construction early morning,non-urgent,noise
May apoy sa gilid ng kalsada.,urgent,fire emergency
Lubak-lubak ang daan papuntang palengke urgently,non-urgent,infrastructure
May sirang poste sa labas ng barangay,non-urgent,infrastructure
Hindi pa kinukuha ang basura,non-urgent,waste
Heart attack alert,urgent,medical emergency
Loud construction early morning,non-urgent,noise
Person bleeding heavily,urgent,medical emergency
Smoke seen from the warehouse,urgent,fire emergency
Person bleeding heavily naman,urgent,medical emergency
Bridge railing damaged agad,non-urgent,infrastructure
May sunog sa tindahan,urgent,fire emergency
Cracked sidewalk near park.,non-urgent,infrastructure
Lubak-lubak ang daan papuntang palengke!,non-urgent,infrastructure
Fight reported at the gym po,urgent,fights
Sira ang drainage sa gilid ng daan agad,non-urgent,infrastructure
Maingay ang kapitbahay,non-urgent,noise
Injury accident at intersection,urgent,medical emergency
May nahimatay sa kalsada,urgent,medical emergency
Person bleeding heavily,urgent,medical emergency
May nahimatay sa kalsada pls,urgent,medical emergency
Sumisigaw ng tulong sa kanto urgently,urgent,medical emergency
May sunog sa tindahan naman,urgent,fire emergency
"Car accident, please send help",urgent,medical emergency
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Karaoke noise disturbing residents,non-urgent,noise
Nawalan ng malay sa school,urgent,medical emergency
Nawalan ng malay sa school po,urgent,medical emergency
May gulo sa barangay hall!,urgent,fights
May rambol sa eskinita now,urgent,fights
Person bleeding heavily,urgent,medical emergency
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Maingay na motor sa kalsada,non-urgent,noise
Too much noise from karaoke,non-urgent,noise
Nasusunog ang bahay sa barangay,urgent,fire emergency
Loud vehicles passing midnight,non-urgent,noise
Bar fight ongoing,urgent,fights
"Car accident, please send help",urgent,medical emergency
Heart attack alert,urgent,medical emergency
Flames visible near gasoline station,urgent,fire emergency
Trash scattered after fiesta pls,non-urgent,waste
Bar fight ongoing kaagad,urgent,fights
Road full of potholes po,non-urgent,infrastructure
Person bleeding heavily,urgent,medical emergency
May gulo sa barangay hall urgently,urgent,fights
Two men fighting near school,urgent,fights
